Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year,
Government,Canada,Velo,Medium,1582,US$120.00,US$7.00,"US$11,074.00",US$775.18,"US$10,298.82","US$7,910.00","US$2,388.82",12/01/14,12,December,2014,
Channel Partners,France,VTT,Medium,1738.5,US$250.00,US$12.00,"US$20,862.00","US$1,460.34","US$19,401.66","US$5,215.50","US$14,186.16",04/01/14,4,April,2014,
Channel Partners,Germany,VTT,Medium,2215,US$250.00,US$12.00,"US$26,580.00","US$1,860.60","US$24,719.40","US$6,645.00","US$18,074.40",09/01/13,9,September,2013,
Government,Canada,VTT,Medium,1582,US$250.00,US$7.00,"US$11,074.00",US$775.18,"US$10,298.82","US$7,910.00","US$2,388.82",12/01/14,12,December,2014,
Government,Canada,Amarilla,Medium,1135,US$260.00,US$7.00,"US$7,945.00",US$556.15,"US$7,388.85","US$5,675.00","US$1,713.85",06/01/14,6,June,2014,
Government,United States of America,Carretera,Medium,1761,US$3.00,US$350.00,"US$616,350.00","US$43,144.50","US$573,205.50","US$457,860.00","US$115,345.50",03/01/14,3,March,2014,
Small Business,France,Carretera,Medium,448,US$3.00,US$300.00,"US$134,400.00","US$9,408.00","US$124,992.00","US$112,000.00","US$12,992.00",06/01/14,6,June,2014,
Small Business,France,Carretera,Medium,2181,US$3.00,US$300.00,"US$654,300.00","US$45,801.00","US$608,499.00","US$545,250.00","US$63,249.00",10/01/14,10,October,2014,
Government,France,Montana,Medium,1976,US$5.00,US$20.00,"US$39,520.00","US$2,766.40","US$36,753.60","US$19,760.00","US$16,993.60",10/01/14,10,October,2014,
Small Business,France,Montana,Medium,2181,US$5.00,US$300.00,"US$654,300.00","US$45,801.00","US$608,499.00","US$545,250.00","US$63,249.00",10/01/14,10,October,2014,
Enterprise,Germany,Montana,Medium,2500,US$5.00,US$125.00,"US$312,500.00","US$21,875.00","US$290,625.00","US$300,000.00","(US$9,375.00)",11/01/13,11,November,2013,
Small Business,Canada,Paseo,Medium,1702,US$10.00,US$300.00,"US$510,600.00","US$35,742.00","US$474,858.00","US$425,500.00","US$49,358.00",05/01/14,5,May,2014,
Small Business,France,Paseo,Medium,448,US$10.00,US$300.00,"US$134,400.00","US$9,408.00","US$124,992.00","US$112,000.00","US$12,992.00",06/01/14,6,June,2014,
Enterprise,Germany,Paseo,Medium,3513,US$10.00,US$125.00,"US$439,125.00","US$30,738.75","US$408,386.25","US$421,560.00","(US$13,173.75)",07/01/14,7,July,2014,
Midmarket,France,Paseo,Medium,2101,US$10.00,US$15.00,"US$31,515.00","US$2,206.05","US$29,308.95","US$21,010.00","US$8,298.95",08/01/14,8,August,2014,
Midmarket,United States of America,Paseo,Medium,2931,US$10.00,US$15.00,"US$43,965.00","US$3,077.55","US$40,887.45","US$29,310.00","US$11,577.45",09/01/13,9,September,2013,
Government,France,Paseo,Medium,1535,US$10.00,US$20.00,"US$30,700.00","US$2,149.00","US$28,551.00","US$15,350.00","US$13,201.00",09/01/14,9,September,2014,
Small Business,Germany,Paseo,Medium,1123,US$10.00,US$300.00,"US$336,900.00","US$23,583.00","US$313,317.00","US$280,750.00","US$32,567.00",09/01/13,9,September,2013,
Small Business,Canada,Paseo,Medium,1404,US$10.00,US$300.00,"US$421,200.00","US$29,484.00","US$391,716.00","US$351,000.00","US$40,716.00",11/01/13,11,November,2013,
Channel Partners,Mexico,Paseo,Medium,2763,US$10.00,US$12.00,"US$33,156.00","US$2,320.92","US$30,835.08","US$8,289.00","US$22,546.08",11/01/13,11,November,2013,
Government,Germany,Paseo,Medium,2125,US$10.00,US$7.00,"US$14,875.00","US$1,041.25","US$13,833.75","US$10,625.00","US$3,208.75",12/01/13,12,December,2013,
Small Business,France,Velo,Medium,1659,US$120.00,US$300.00,"US$497,700.00","US$34,839.00","US$462,861.00","US$414,750.00","US$48,111.00",07/01/14,7,July,2014,
Government,Mexico,Velo,Medium,609,US$120.00,US$20.00,"US$12,180.00",US$852.60,"US$11,327.40","US$6,090.00","US$5,237.40",08/01/14,8,August,2014,
Enterprise,Germany,Velo,Medium,2087,US$120.00,US$125.00,"US$260,875.00","US$18,261.25","US$242,613.75","US$250,440.00","(US$7,826.25)",09/01/14,9,September,2014,
Government,France,Velo,Medium,1976,US$120.00,US$20.00,"US$39,520.00","US$2,766.40","US$36,753.60","US$19,760.00","US$16,993.60",10/01/14,10,October,2014,
Government,United States of America,Velo,Medium,1421,US$120.00,US$20.00,"US$28,420.00","US$1,989.40","US$26,430.60","US$14,210.00","US$12,220.60",12/01/13,12,December,2013,
Small Business,United States of America,Velo,Medium,1372,US$120.00,US$300.00,"US$411,600.00","US$28,812.00","US$382,788.00","US$343,000.00","US$39,788.00",12/01/14,12,December,2014,
Government,Germany,Velo,Medium,588,US$120.00,US$20.00,"US$11,760.00",US$823.20,"US$10,936.80","US$5,880.00","US$5,056.80",12/01/13,12,December,2013,
Channel Partners,Canada,VTT,Medium,3244.5,US$250.00,US$12.00,"US$38,934.00","US$2,725.38","US$36,208.62","US$9,733.50","US$26,475.12",01/01/14,1,January,2014,
Small Business,France,VTT,Medium,959,US$250.00,US$300.00,"US$287,700.00","US$20,139.00","US$267,561.00","US$239,750.00","US$27,811.00",02/01/14,2,February,2014,
Small Business,Mexico,VTT,Medium,2747,US$250.00,US$300.00,"US$824,100.00","US$57,687.00","US$766,413.00","US$686,750.00","US$79,663.00",02/01/14,2,February,2014,
Enterprise,Canada,Amarilla,Medium,1645,US$260.00,US$125.00,"US$205,625.00","US$14,393.75","US$191,231.25","US$197,400.00","(US$6,168.75)",05/01/14,5,May,2014,
Government,France,Amarilla,Medium,2876,US$260.00,US$350.00,"US$1,006,600.00","US$70,462.00","US$936,138.00","US$747,760.00","US$188,378.00",09/01/14,9,September,2014,
Enterprise,Germany,Amarilla,Medium,994,US$260.00,US$125.00,"US$124,250.00","US$8,697.50","US$115,552.50","US$119,280.00","(US$3,727.50)",09/01/13,9,September,2013,
Government,Canada,Amarilla,Medium,1118,US$260.00,US$20.00,"US$22,360.00","US$1,565.20","US$20,794.80","US$11,180.00","US$9,614.80",11/01/14,11,November,2014,
Small Business,United States of America,Amarilla,Medium,1372,US$260.00,US$300.00,"US$411,600.00","US$28,812.00","US$382,788.00","US$343,000.00","US$39,788.00",12/01/14,12,December,2014,
Government,Canada,Montana,Medium,488,US$5.00,US$7.00,"US$3,416.00",US$273.28,"US$3,142.72","US$2,440.00",US$702.72,02/01/14,2,February,2014,
Government,United States of America,Montana,Medium,1282,US$5.00,US$20.00,"US$25,640.00","US$2,051.20","US$23,588.80","US$12,820.00","US$10,768.80",06/01/14,6,June,2014,
Government,Canada,Paseo,Medium,257,US$10.00,US$7.00,"US$1,799.00",US$143.92,"US$1,655.08","US$1,285.00",US$370.08,05/01/14,5,May,2014,
Government,United States of America,Amarilla,Medium,1282,US$260.00,US$20.00,"US$25,640.00","US$2,051.20","US$23,588.80","US$12,820.00","US$10,768.80",06/01/14,6,June,2014,
Enterprise,Mexico,Carretera,Medium,1540,US$3.00,US$125.00,"US$192,500.00","US$15,400.00","US$177,100.00","US$184,800.00","(US$7,700.00)",08/01/14,8,August,2014,
Midmarket,France,Carretera,Medium,490,US$3.00,US$15.00,"US$7,350.00",US$588.00,"US$6,762.00","US$4,900.00","US$1,862.00",11/01/14,11,November,2014,
Government,Mexico,Carretera,Medium,1362,US$3.00,US$350.00,"US$476,700.00","US$38,136.00","US$438,564.00","US$354,120.00","US$84,444.00",12/01/14,12,December,2014,
Midmarket,France,Montana,Medium,2501,US$5.00,US$15.00,"US$37,515.00","US$3,001.20","US$34,513.80","US$25,010.00","US$9,503.80",03/01/14,3,March,2014,
Government,Canada,Montana,Medium,708,US$5.00,US$20.00,"US$14,160.00","US$1,132.80","US$13,027.20","US$7,080.00","US$5,947.20",06/01/14,6,June,2014,
Government,Germany,Montana,Medium,645,US$5.00,US$20.00,"US$12,900.00","US$1,032.00","US$11,868.00","US$6,450.00","US$5,418.00",07/01/14,7,July,2014,
Small Business,France,Montana,Medium,1562,US$5.00,US$300.00,"US$468,600.00","US$37,488.00","US$431,112.00","US$390,500.00","US$40,612.00",08/01/14,8,August,2014,
Small Business,Canada,Montana,Medium,1283,US$5.00,US$300.00,"US$384,900.00","US$30,792.00","US$354,108.00","US$320,750.00","US$33,358.00",09/01/13,9,September,2013,
Midmarket,Germany,Montana,Medium,711,US$5.00,US$15.00,"US$10,665.00",US$853.20,"US$9,811.80","US$7,110.00","US$2,701.80",12/01/14,12,December,2014,
Enterprise,Mexico,Paseo,Medium,1114,US$10.00,US$125.00,"US$139,250.00","US$11,140.00","US$128,110.00","US$133,680.00","(US$5,570.00)",03/01/14,3,March,2014,
Government,Germany,Paseo,Medium,1259,US$10.00,US$7.00,"US$8,813.00",US$705.04,"US$8,107.96","US$6,295.00","US$1,812.96",04/01/14,4,April,2014,
Government,Germany,Paseo,Medium,1095,US$10.00,US$7.00,"US$7,665.00",US$613.20,"US$7,051.80","US$5,475.00","US$1,576.80",05/01/14,5,May,2014,
Government,Germany,Paseo,Medium,1366,US$10.00,US$20.00,"US$27,320.00","US$2,185.60","US$25,134.40","US$13,660.00","US$11,474.40",06/01/14,6,June,2014,
Small Business,Mexico,Paseo,Medium,2460,US$10.00,US$300.00,"US$738,000.00","US$59,040.00","US$678,960.00","US$615,000.00","US$63,960.00",06/01/14,6,June,2014,
Government,United States of America,Paseo,Medium,678,US$10.00,US$7.00,"US$4,746.00",US$379.68,"US$4,366.32","US$3,390.00",US$976.32,08/01/14,8,August,2014,
Government,Germany,Paseo,Medium,1598,US$10.00,US$7.00,"US$11,186.00",US$894.88,"US$10,291.12","US$7,990.00","US$2,301.12",08/01/14,8,August,2014,
Government,Germany,Paseo,Medium,2409,US$10.00,US$7.00,"US$16,863.00","US$1,349.04","US$15,513.96","US$12,045.00","US$3,468.96",09/01/13,9,September,2013,
Government,Germany,Paseo,Medium,1934,US$10.00,US$20.00,"US$38,680.00","US$3,094.40","US$35,585.60","US$19,340.00","US$16,245.60",09/01/14,9,September,2014,
Government,Mexico,Paseo,Medium,2993,US$10.00,US$20.00,"US$59,860.00","US$4,788.80","US$55,071.20","US$29,930.00","US$25,141.20",09/01/14,9,September,2014,
Government,Germany,Paseo,Medium,2146,US$10.00,US$350.00,"US$751,100.00","US$60,088.00","US$691,012.00","US$557,960.00","US$133,052.00",11/01/13,11,November,2013,
Government,Mexico,Paseo,Medium,1946,US$10.00,US$7.00,"US$13,622.00","US$1,089.76","US$12,532.24","US$9,730.00","US$2,802.24",12/01/13,12,December,2013,
Government,Mexico,Paseo,Medium,1362,US$10.00,US$350.00,"US$476,700.00","US$38,136.00","US$438,564.00","US$354,120.00","US$84,444.00",12/01/14,12,December,2014,
Channel Partners,Canada,Velo,Medium,598,US$120.00,US$12.00,"US$7,176.00",US$574.08,"US$6,601.92","US$1,794.00","US$4,807.92",03/01/14,3,March,2014,
Government,United States of America,Velo,Medium,2907,US$120.00,US$7.00,"US$20,349.00","US$1,627.92","US$18,721.08","US$14,535.00","US$4,186.08",06/01/14,6,June,2014,
Government,Germany,Velo,Medium,2338,US$120.00,US$7.00,"US$16,366.00","US$1,309.28","US$15,056.72","US$11,690.00","US$3,366.72",06/01/14,6,June,2014,
Small Business,France,Velo,Medium,386,US$120.00,US$300.00,"US$115,800.00","US$9,264.00","US$106,536.00","US$96,500.00","US$10,036.00",11/01/13,11,November,2013,
Small Business,Mexico,Velo,Medium,635,US$120.00,US$300.00,"US$190,500.00","US$15,240.00","US$175,260.00","US$158,750.00","US$16,510.00",12/01/14,12,December,2014,
Government,France,VTT,Medium,574.5,US$250.00,US$350.00,"US$201,075.00","US$16,086.00","US$184,989.00","US$149,370.00","US$35,619.00",04/01/14,4,April,2014,
Government,Germany,VTT,Medium,2338,US$250.00,US$7.00,"US$16,366.00","US$1,309.28","US$15,056.72","US$11,690.00","US$3,366.72",06/01/14,6,June,2014,
Government,France,VTT,Medium,381,US$250.00,US$350.00,"US$133,350.00","US$10,668.00","US$122,682.00","US$99,060.00","US$23,622.00",08/01/14,8,August,2014,
Government,Germany,VTT,Medium,422,US$250.00,US$350.00,"US$147,700.00","US$11,816.00","US$135,884.00","US$109,720.00","US$26,164.00",08/01/14,8,August,2014,
Small Business,Canada,VTT,Medium,2134,US$250.00,US$300.00,"US$640,200.00","US$51,216.00","US$588,984.00","US$533,500.00","US$55,484.00",09/01/14,9,September,2014,
Small Business,United States of America,VTT,Medium,808,US$250.00,US$300.00,"US$242,400.00","US$19,392.00","US$223,008.00","US$202,000.00","US$21,008.00",12/01/13,12,December,2013,
Government,Canada,Amarilla,Medium,708,US$260.00,US$20.00,"US$14,160.00","US$1,132.80","US$13,027.20","US$7,080.00","US$5,947.20",06/01/14,6,June,2014,
Government,United States of America,Amarilla,Medium,2907,US$260.00,US$7.00,"US$20,349.00","US$1,627.92","US$18,721.08","US$14,535.00","US$4,186.08",06/01/14,6,June,2014,
Government,Germany,Amarilla,Medium,1366,US$260.00,US$20.00,"US$27,320.00","US$2,185.60","US$25,134.40","US$13,660.00","US$11,474.40",06/01/14,6,June,2014,
Small Business,Mexico,Amarilla,Medium,2460,US$260.00,US$300.00,"US$738,000.00","US$59,040.00","US$678,960.00","US$615,000.00","US$63,960.00",06/01/14,6,June,2014,
Government,Germany,Amarilla,Medium,1520,US$260.00,US$20.00,"US$30,400.00","US$2,432.00","US$27,968.00","US$15,200.00","US$12,768.00",11/01/14,11,November,2014,
Midmarket,Germany,Amarilla,Medium,711,US$260.00,US$15.00,"US$10,665.00",US$853.20,"US$9,811.80","US$7,110.00","US$2,701.80",12/01/14,12,December,2014,
Channel Partners,Mexico,Amarilla,Medium,1375,US$260.00,US$12.00,"US$16,500.00","US$1,320.00","US$15,180.00","US$4,125.00","US$11,055.00",12/01/13,12,December,2013,
Small Business,Mexico,Amarilla,Medium,635,US$260.00,US$300.00,"US$190,500.00","US$15,240.00","US$175,260.00","US$158,750.00","US$16,510.00",12/01/14,12,December,2014,
Government,United States of America,VTT,Medium,436.5,US$250.00,US$20.00,"US$8,730.00",US$698.40,"US$8,031.60","US$4,365.00","US$3,666.60",07/01/14,7,July,2014,
Small Business,Canada,Carretera,Medium,1094,US$3.00,US$300.00,"US$328,200.00","US$29,538.00","US$298,662.00","US$273,500.00","US$25,162.00",06/01/14,6,June,2014,
Channel Partners,Mexico,Carretera,Medium,367,US$3.00,US$12.00,"US$4,404.00",US$396.36,"US$4,007.64","US$1,101.00","US$2,906.64",10/01/13,10,October,2013,
Small Business,Canada,Montana,Medium,3802.5,US$5.00,US$300.00,"US$1,140,750.00","US$102,667.50","US$1,038,082.50","US$950,625.00","US$87,457.50",04/01/14,4,April,2014,
Government,France,Montana,Medium,1666,US$5.00,US$350.00,"US$583,100.00","US$52,479.00","US$530,621.00","US$433,160.00","US$97,461.00",05/01/14,5,May,2014,
Small Business,France,Montana,Medium,322,US$5.00,US$300.00,"US$96,600.00","US$8,694.00","US$87,906.00","US$80,500.00","US$7,406.00",09/01/13,9,September,2013,
Channel Partners,Canada,Montana,Medium,2321,US$5.00,US$12.00,"US$27,852.00","US$2,506.68","US$25,345.32","US$6,963.00","US$18,382.32",11/01/14,11,November,2014,
Enterprise,France,Montana,Medium,1857,US$5.00,US$125.00,"US$232,125.00","US$20,891.25","US$211,233.75","US$222,840.00","(US$11,606.25)",11/01/13,11,November,2013,
Government,Canada,Montana,Medium,1611,US$5.00,US$7.00,"US$11,277.00","US$1,014.93","US$10,262.07","US$8,055.00","US$2,207.07",12/01/13,12,December,2013,
Enterprise,United States of America,Montana,Medium,2797,US$5.00,US$125.00,"US$349,625.00","US$31,466.25","US$318,158.75","US$335,640.00","(US$17,481.25)",12/01/14,12,December,2014,
Small Business,Germany,Montana,Medium,334,US$5.00,US$300.00,"US$100,200.00","US$9,018.00","US$91,182.00","US$83,500.00","US$7,682.00",12/01/13,12,December,2013,
Small Business,Mexico,Paseo,Medium,2565,US$10.00,US$300.00,"US$769,500.00","US$69,255.00","US$700,245.00","US$641,250.00","US$58,995.00",01/01/14,1,January,2014,
Government,Mexico,Paseo,Medium,2417,US$10.00,US$350.00,"US$845,950.00","US$76,135.50","US$769,814.50","US$628,420.00","US$141,394.50",01/01/14,1,January,2014,
Midmarket,United States of America,Paseo,Medium,3675,US$10.00,US$15.00,"US$55,125.00","US$4,961.25","US$50,163.75","US$36,750.00","US$13,413.75",04/01/14,4,April,2014,
Small Business,Canada,Paseo,Medium,1094,US$10.00,US$300.00,"US$328,200.00","US$29,538.00","US$298,662.00","US$273,500.00","US$25,162.00",06/01/14,6,June,2014,
Midmarket,France,Paseo,Medium,1227,US$10.00,US$15.00,"US$18,405.00","US$1,656.45","US$16,748.55","US$12,270.00","US$4,478.55",10/01/14,10,October,2014,
Channel Partners,Mexico,Paseo,Medium,367,US$10.00,US$12.00,"US$4,404.00",US$396.36,"US$4,007.64","US$1,101.00","US$2,906.64",10/01/13,10,October,2013,
Small Business,France,Paseo,Medium,1324,US$10.00,US$300.00,"US$397,200.00","US$35,748.00","US$361,452.00","US$331,000.00","US$30,452.00",11/01/14,11,November,2014,
Channel Partners,Germany,Paseo,Medium,1775,US$10.00,US$12.00,"US$21,300.00","US$1,917.00","US$19,383.00","US$5,325.00","US$14,058.00",11/01/13,11,November,2013,
Enterprise,United States of America,Paseo,Medium,2797,US$10.00,US$125.00,"US$349,625.00","US$31,466.25","US$318,158.75","US$335,640.00","(US$17,481.25)",12/01/14,12,December,2014,
Midmarket,Mexico,Velo,Medium,245,US$120.00,US$15.00,"US$3,675.00",US$330.75,"US$3,344.25","US$2,450.00",US$894.25,05/01/14,5,May,2014,
Small Business,Canada,Velo,Medium,3793.5,US$120.00,US$300.00,"US$1,138,050.00","US$102,424.50","US$1,035,625.50","US$948,375.00","US$87,250.50",07/01/14,7,July,2014,
Government,Germany,Velo,Medium,1307,US$120.00,US$350.00,"US$457,450.00","US$41,170.50","US$416,279.50","US$339,820.00","US$76,459.50",07/01/14,7,July,2014,
Enterprise,Canada,Velo,Medium,567,US$120.00,US$125.00,"US$70,875.00","US$6,378.75","US$64,496.25","US$68,040.00","(US$3,543.75)",09/01/14,9,September,2014,
Enterprise,Mexico,Velo,Medium,2110,US$120.00,US$125.00,"US$263,750.00","US$23,737.50","US$240,012.50","US$253,200.00","(US$13,187.50)",09/01/14,9,September,2014,
Government,Canada,Velo,Medium,1269,US$120.00,US$350.00,"US$444,150.00","US$39,973.50","US$404,176.50","US$329,940.00","US$74,236.50",10/01/14,10,October,2014,
Channel Partners,United States of America,VTT,Medium,1956,US$250.00,US$12.00,"US$23,472.00","US$2,112.48","US$21,359.52","US$5,868.00","US$15,491.52",01/01/14,1,January,2014,
Small Business,Germany,VTT,Medium,2659,US$250.00,US$300.00,"US$797,700.00","US$71,793.00","US$725,907.00","US$664,750.00","US$61,157.00",02/01/14,2,February,2014,
Government,United States of America,VTT,Medium,1351.5,US$250.00,US$350.00,"US$473,025.00","US$42,572.25","US$430,452.75","US$351,390.00","US$79,062.75",04/01/14,4,April,2014,
Channel Partners,Germany,VTT,Medium,880,US$250.00,US$12.00,"US$10,560.00",US$950.40,"US$9,609.60","US$2,640.00","US$6,969.60",05/01/14,5,May,2014,
Small Business,United States of America,VTT,Medium,1867,US$250.00,US$300.00,"US$560,100.00","US$50,409.00","US$509,691.00","US$466,750.00","US$42,941.00",09/01/14,9,September,2014,
Channel Partners,France,VTT,Medium,2234,US$250.00,US$12.00,"US$26,808.00","US$2,412.72","US$24,395.28","US$6,702.00","US$17,693.28",09/01/13,9,September,2013,
Midmarket,France,VTT,Medium,1227,US$250.00,US$15.00,"US$18,405.00","US$1,656.45","US$16,748.55","US$12,270.00","US$4,478.55",10/01/14,10,October,2014,
Enterprise,Mexico,VTT,Medium,877,US$250.00,US$125.00,"US$109,625.00","US$9,866.25","US$99,758.75","US$105,240.00","(US$5,481.25)",11/01/14,11,November,2014,
Government,United States of America,Amarilla,Medium,2071,US$260.00,US$350.00,"US$724,850.00","US$65,236.50","US$659,613.50","US$538,460.00","US$121,153.50",09/01/14,9,September,2014,
Government,Canada,Amarilla,Medium,1269,US$260.00,US$350.00,"US$444,150.00","US$39,973.50","US$404,176.50","US$329,940.00","US$74,236.50",10/01/14,10,October,2014,
Midmarket,Germany,Amarilla,Medium,970,US$260.00,US$15.00,"US$14,550.00","US$1,309.50","US$13,240.50","US$9,700.00","US$3,540.50",11/01/13,11,November,2013,
Government,Mexico,Amarilla,Medium,1694,US$260.00,US$20.00,"US$33,880.00","US$3,049.20","US$30,830.80","US$16,940.00","US$13,890.80",11/01/14,11,November,2014,
Government,Germany,Carretera,Medium,663,US$3.00,US$20.00,"US$13,260.00","US$1,193.40","US$12,066.60","US$6,630.00","US$5,436.60",05/01/14,5,May,2014,
Government,Canada,Carretera,Medium,819,US$3.00,US$7.00,"US$5,733.00",US$515.97,"US$5,217.03","US$4,095.00","US$1,122.03",07/01/14,7,July,2014,
Channel Partners,Germany,Carretera,Medium,1580,US$3.00,US$12.00,"US$18,960.00","US$1,706.40","US$17,253.60","US$4,740.00","US$12,513.60",09/01/14,9,September,2014,
Government,Mexico,Carretera,Medium,521,US$3.00,US$7.00,"US$3,647.00",US$328.23,"US$3,318.77","US$2,605.00",US$713.77,12/01/14,12,December,2014,
Government,United States of America,Paseo,Medium,973,US$10.00,US$20.00,"US$19,460.00","US$1,751.40","US$17,708.60","US$9,730.00","US$7,978.60",03/01/14,3,March,2014,
Government,Mexico,Paseo,Medium,1038,US$10.00,US$20.00,"US$20,760.00","US$1,868.40","US$18,891.60","US$10,380.00","US$8,511.60",06/01/14,6,June,2014,
Government,Germany,Paseo,Medium,360,US$10.00,US$7.00,"US$2,520.00",US$226.80,"US$2,293.20","US$1,800.00",US$493.20,10/01/14,10,October,2014,
Channel Partners,France,Velo,Medium,1967,US$120.00,US$12.00,"US$23,604.00","US$2,124.36","US$21,479.64","US$5,901.00","US$15,578.64",03/01/14,3,March,2014,
Midmarket,Mexico,Velo,Medium,2628,US$120.00,US$15.00,"US$39,420.00","US$3,547.80","US$35,872.20","US$26,280.00","US$9,592.20",04/01/14,4,April,2014,
Government,Germany,VTT,Medium,360,US$250.00,US$7.00,"US$2,520.00",US$226.80,"US$2,293.20","US$1,800.00",US$493.20,10/01/14,10,October,2014,
Government,France,VTT,Medium,2682,US$250.00,US$20.00,"US$53,640.00","US$4,827.60","US$48,812.40","US$26,820.00","US$21,992.40",11/01/13,11,November,2013,
Government,Mexico,VTT,Medium,521,US$250.00,US$7.00,"US$3,647.00",US$328.23,"US$3,318.77","US$2,605.00",US$713.77,12/01/14,12,December,2014,
Government,Mexico,Amarilla,Medium,1038,US$260.00,US$20.00,"US$20,760.00","US$1,868.40","US$18,891.60","US$10,380.00","US$8,511.60",06/01/14,6,June,2014,
Midmarket,Canada,Amarilla,Medium,1630.5,US$260.00,US$15.00,"US$24,457.50","US$2,201.18","US$22,256.33","US$16,305.00","US$5,951.33",07/01/14,7,July,2014,
Channel Partners,France,Amarilla,Medium,306,US$260.00,US$12.00,"US$3,672.00",US$330.48,"US$3,341.52",US$918.00,"US$2,423.52",12/01/13,12,December,2013,
Channel Partners,United States of America,Carretera,High,386,US$3.00,US$12.00,"US$4,632.00",US$463.20,"US$4,168.80","US$1,158.00","US$3,010.80",10/01/13,10,October,2013,
Government,United States of America,Montana,High,2328,US$5.00,US$7.00,"US$16,296.00","US$1,629.60","US$14,666.40","US$11,640.00","US$3,026.40",09/01/14,9,September,2014,
Channel Partners,United States of America,Paseo,High,386,US$10.00,US$12.00,"US$4,632.00",US$463.20,"US$4,168.80","US$1,158.00","US$3,010.80",10/01/13,10,October,2013,
Enterprise,United States of America,Carretera,High,3445.5,US$3.00,US$125.00,"US$430,687.50","US$43,068.75","US$387,618.75","US$413,460.00","(US$25,841.25)",04/01/14,4,April,2014,
Enterprise,France,Carretera,High,1482,US$3.00,US$125.00,"US$185,250.00","US$18,525.00","US$166,725.00","US$177,840.00","(US$11,115.00)",12/01/13,12,December,2013,
Government,United States of America,Montana,High,2313,US$5.00,US$350.00,"US$809,550.00","US$80,955.00","US$728,595.00","US$601,380.00","US$127,215.00",05/01/14,5,May,2014,
Enterprise,United States of America,Montana,High,1804,US$5.00,US$125.00,"US$225,500.00","US$22,550.00","US$202,950.00","US$216,480.00","(US$13,530.00)",11/01/13,11,November,2013,
Midmarket,France,Montana,High,2072,US$5.00,US$15.00,"US$31,080.00","US$3,108.00","US$27,972.00","US$20,720.00","US$7,252.00",12/01/14,12,December,2014,
Government,France,Paseo,High,1954,US$10.00,US$20.00,"US$39,080.00","US$3,908.00","US$35,172.00","US$19,540.00","US$15,632.00",03/01/14,3,March,2014,
Small Business,Mexico,Paseo,High,591,US$10.00,US$300.00,"US$177,300.00","US$17,730.00","US$159,570.00","US$147,750.00","US$11,820.00",05/01/14,5,May,2014,
Midmarket,France,Paseo,High,2167,US$10.00,US$15.00,"US$32,505.00","US$3,250.50","US$29,254.50","US$21,670.00","US$7,584.50",10/01/13,10,October,2013,
Government,Germany,Paseo,High,241,US$10.00,US$20.00,"US$4,820.00",US$482.00,"US$4,338.00","US$2,410.00","US$1,928.00",10/01/14,10,October,2014,
Midmarket,Germany,Velo,High,681,US$120.00,US$15.00,"US$10,215.00","US$1,021.50","US$9,193.50","US$6,810.00","US$2,383.50",01/01/14,1,January,2014,
Midmarket,Germany,Velo,High,510,US$120.00,US$15.00,"US$7,650.00",US$765.00,"US$6,885.00","US$5,100.00","US$1,785.00",04/01/14,4,April,2014,
Midmarket,United States of America,Velo,High,790,US$120.00,US$15.00,"US$11,850.00","US$1,185.00","US$10,665.00","US$7,900.00","US$2,765.00",05/01/14,5,May,2014,
Government,France,Velo,High,639,US$120.00,US$350.00,"US$223,650.00","US$22,365.00","US$201,285.00","US$166,140.00","US$35,145.00",07/01/14,7,July,2014,
Enterprise,United States of America,Velo,High,1596,US$120.00,US$125.00,"US$199,500.00","US$19,950.00","US$179,550.00","US$191,520.00","(US$11,970.00)",09/01/14,9,September,2014,
Small Business,United States of America,Velo,High,2294,US$120.00,US$300.00,"US$688,200.00","US$68,820.00","US$619,380.00","US$573,500.00","US$45,880.00",10/01/13,10,October,2013,
Government,Germany,Velo,High,241,US$120.00,US$20.00,"US$4,820.00",US$482.00,"US$4,338.00","US$2,410.00","US$1,928.00",10/01/14,10,October,2014,
Government,Germany,Velo,High,2665,US$120.00,US$7.00,"US$18,655.00","US$1,865.50","US$16,789.50","US$13,325.00","US$3,464.50",11/01/14,11,November,2014,
Enterprise,Canada,Velo,High,1916,US$120.00,US$125.00,"US$239,500.00","US$23,950.00","US$215,550.00","US$229,920.00","(US$14,370.00)",12/01/13,12,December,2013,
Small Business,France,Velo,High,853,US$120.00,US$300.00,"US$255,900.00","US$25,590.00","US$230,310.00","US$213,250.00","US$17,060.00",12/01/14,12,December,2014,
Enterprise,Mexico,VTT,High,341,US$250.00,US$125.00,"US$42,625.00","US$4,262.50","US$38,362.50","US$40,920.00","(US$2,557.50)",05/01/14,5,May,2014,
Midmarket,Mexico,VTT,High,641,US$250.00,US$15.00,"US$9,615.00",US$961.50,"US$8,653.50","US$6,410.00","US$2,243.50",07/01/14,7,July,2014,
Government,United States of America,VTT,High,2807,US$250.00,US$350.00,"US$982,450.00","US$98,245.00","US$884,205.00","US$729,820.00","US$154,385.00",08/01/14,8,August,2014,
Small Business,Mexico,VTT,High,432,US$250.00,US$300.00,"US$129,600.00","US$12,960.00","US$116,640.00","US$108,000.00","US$8,640.00",09/01/14,9,September,2014,
